P,Sub,Number,Species,Ht,DBH,D30,,,,,
8,4,1814,Vochysia tucanorum,3,3,4.3,,,,,
8,4,1815,Symplocos pubescens,2.8,2,2.7,,,,,
8,4,1816,Machaerium acutifolium,2.2,2.8,11.2,,,,,
8,5,1817,Machaerium brasiliense,6,9,9.1,,,,,
8,5,1818,Leptolobium elegans,5,10.5,11.5,,,,,
8,5,1819,Roupala montana,4,8,9.5,,,,,
8,5,1820,Miconia ligustroides,4.5,6,6.1,,,,,
8,5,1821,Symplocos pubescens,5.5,6.3,6.7,,,,,
8,5,1822,Vochysia tucanorum,6,8.4,10.8,,,,,
8,5,1823,Gochnatia polymorpha,5,8,9,,,,,
8,5,1824,Rapanea umbellata,7,8.8+10.2,12.1+9.7,,,,,
8,5,1825,Tapirira guianensis,7,9.7,10.1,,,,,
8,5,1826,Platypodium elegans,6,12.5,15.8,,,,,
8,5,1827,Rapanea umbellata,6,5,6.1,,,,,
8,5,1828,Ocotea corymbosa,6,5.8,6.4,,,,,
8,5,1829,Qualea cordata,6.5,6.4,8.7,,,,,
8,5,1830,Pera obovata,10,16.9+20,30.8,,,,,
8,5,1831,Ocotea corymbosa,5,5.5,6.3,,,,,
8,5,1832,Rapanea umbellata,7,9.5+8.3,11.9+9.3,,,,,
8,5,1833,Machaerium acutifolium,7,14.4,15.5,,,,,
8,5,1834,Rapanea umbellata,5.5,4.9,5.8,,,,,
8,5,1835,Myrcia fallax,3,3+2,3.5,,,,,
8,5,1836,Vochysia tucanorum,6,4.5,5.6,,,,,
8,5,1837,Rapanea umbellata,3.5,2.6,3.7,,,,,
8,5,1838,Symplocos pubescens,5,4,4.1,,,,,
8,5,1839,Rapanea umbellata,5,3,3.7,,,,,
8,5,1840,Rapanea umbellata,5,2.2,2.7,,,,,
8,5,1841,Casearia sylvestris,2.8,2.1,2.5,,,,,
8,5,1842,Rapanea umbellata,3.5,1.4,1.5,,,,,
8,5,1843,Miconia ligustroides,2.5,1.1,1.3,,,,,
8,5,1844,Myrcia fallax,3.5,3+3.6,4.2,,,,,
8,5,1845,Rapanea umbellata,4,2.1,2.3,,,,,
8,5,1846,Rapanea umbellata,3,1,1.5,,,,,
8,5,1847,Rapanea umbellata,2.8,1,1.4,,,,,
8,5,1848,Rapanea umbellata,4.5,2.8,3.5,,,,,
8,5,1849,Roupala montana,2.5,4+3.5,5.8,,,,,
8,5,1850,Rapanea umbellata,2.4,1.5+1.2,1.9,,,,,
8,5,1851,Tapirira guianensis,4.5,3.4+1.5,5.3+1.5,,,,,
8,5,1852,Miconia albicans,2.5,1.3,1.6,,,,,
8,5,1853,Vochysia tucanorum,2.5,1.5,3.2,,,,,
8,5,1854,Rapanea umbellata,4.5,2.2,2.6,,,,,
8,5,1855,Symplocos pubescens,5.5,3.6,4.3,,,,,
8,5,1856,Vochysia tucanorum,4.5,3.1,4,,,,,
8,5,1857,Rapanea umbellata,4.5,1.8+1.2+2.8,3.3+2.6+1.6,,,,,
8,5,1858,Rapanea umbellata,3.7,1.6,1.9,,,,,
8,5,1859,Rapanea umbellata,5,3.8,5,,,,,
8,5,1860,Myrcia fallax,3,4.5+4.3+2.5,7,,,,,
8,5,1861,Miconia ligustroides,5.5,2.3,3.1,,,,,
8,5,1862,Rapanea umbellata,3.5,1.8,2.8,,,,,
8,5,1863,Rapanea umbellata,3.2,1.5,1.9,,,,,
8,5,1864,Myrcia venulosa,0.5,1.5,2,,,,,
8,5,1865,Rapanea umbellata,3.8,2.1,3.2,,,,,
8,5,1866,Miconia albicans,2.2,1.4,2.5,,,,,
8,5,1867,Vochysia tucanorum,2.5,1.9,2.2,,,,,
8,5,1868,Rapanea umbellata,3.2,2.1,2.5,,,,,
8,5,1869,Rapanea umbellata,4,2.3,2.7,,,,,
8,5,1870,Symplocos pubescens,3.5,2.4,3.2,,,,,
8,5,1871,Rapanea umbellata,3.5,1.2,1.5,,,,,
8,5,1872,Rapanea umbellata,3,1.5,1.6,,,,,
8,5,1873,Prunus myrtifolia,2.8,1.5,1.5,,,,,
8,5,1874,Ocotea corymbosa,2.8,1.7,1.8,,,,,
8,5,1875,Vochysia tucanorum,2.5,1.2,1.5,,,,,
8,6,1876,Vochysia tucanorum,5,8.5,10.5,,,,,
8,6,1877,Vochysia tucanorum,4.5,6.9,8.4,,,,,
8,6,1878,Vochysia tucanorum,4,5.3,6.1,,,,,
8,6,1879,Vochysia tucanorum,3.5,6.5,7.6,,,,,
8,6,1880,Gochnatia polymorpha,3,6,7.2,,,,,
8,6,1881,Miconia ligustroides,4.5,6.1,7.8,,,,,
8,6,1882,Terminalia glabrescens,5,8.5+9.2,9.9+9.5,,,,,
8,6,1883,Vochysia tucanorum,5.5,6.6,8.6,,,,,
8,6,1884,Eriotheca gracilipes,4,12,11.2,,,,,
8,6,1885,Gochnatia polymorpha,3,6,8.2,,,,,
8,6,1886,Vochysia tucanorum,6,11.8,14,,,,,
8,6,1887,Vochysia tucanorum,4.5,6,7.6,,,,,
8,6,1888,Plenckia populnea,1.7,1,2.8,,,,,
8,6,1889,Miconia ligustroides,3.5,3.8,4.8,,,,,
8,6,1890,Myrcia fallax,3.5,2.3,2.7,,,,,
8,6,1891,Rapanea umbellata,3.5,4.7,5.5,,,,,
8,6,1892,Symplocos pubescens,3,2.7,3.4,,,,,
8,6,1893,Rapanea umbellata,3,2.1,2.4,,,,,
8,6,1894,Rapanea umbellata,2.2,1.3,1.4,,,,,
8,6,1895,Rapanea umbellata,2.2,1.5,2.7,,,,,
8,6,1896,Myrcia fallax,2.3,1.3,2,,,,,
8,6,1897,Pera obovata,3,2.2,2.7,,,,,
8,6,1898,Terminalia glabrescens,1.8,1,1.3,,,,,
8,6,1899,Tapirira guianensis,4.5,4,4.5,,,,,
8,6,1900,Vochysia tucanorum,7,18.8+13.8+12.9,29+15.2+14.5,,,,,
8,6,1901,Pera obovata,6,7.5+7.9,12,,,,,
8,6,1902,Rapanea umbellata,6,7,8,,,,,
8,6,1903,Gochnatia polymorpha,6,11.8,14,,,,,
8,6,1904,Eriotheca gracilipes,4,6.5,7.5,,,,,
8,6,1905,Rapanea umbellata,6,5,6.5,,,,,
8,6,1906,Rapanea umbellata,5,5.1,5.5,,,,,
8,6,1907,Miconia ligustroides,8,13.6,16.4,,,,,
8,6,1908,Tapirira guianensis,7,6.8,8.3,,,,,
8,6,1909,Machaerium acutifolium,6,6.6,13.2,,,,,
8,6,1910,Rapanea umbellata,6,6.8,7.5,,,,,
8,6,1911,Miconia ligustroides,4.5,6.9,6.8,,,,,
8,6,1912,Pera obovata,7,7.5,8.2,,,,,
8,6,1913,Pera obovata,6.5,6.8+6.1+5,11,,,,,
8,6,1914,Vochysia tucanorum,6.5,6.2,7.1,,,,,
8,6,1915,Myrcia multiflora,4,1.4,1.5,,,,,
8,6,1916,Rapanea umbellata,3.5,1.5,2,,,,,
8,6,1917,Rapanea umbellata,6,4.4,5.2,,,,,
8,6,1918,Stryphnodendron rotundifolium,1.6,1,2.5,,,,,
8,6,1919,Vochysia tucanorum,1.8,1.1,1.6,,,,,
8,6,1920,Rapanea umbellata,3,1.6+1.5,2.3,,,,,
8,6,1921,Rapanea umbellata,3,1.3,1.5,,,,,
8,6,1922,Rapanea umbellata,3.5,1.4+1.3,1.5+1.5,,,,,
8,6,1923,Rapanea umbellata,3,1.3,1.5,,,,,
8,6,1924,Pera obovata,4.5,2.4,2.7,,,,,
8,6,1925,Myrcia multiflora,2,1,1.6,,,,,
8,6,1926,Rapanea umbellata,2.5,1.2+1.2,1.9,,,,,
8,6,1927,Vochysia tucanorum,3.5,2.8,3.8,,,,,
8,6,1928,Vochysia tucanorum,3.5,4.7+2.3,5.6+3.3,,,,,
8,6,1929,Plenckia populnea,2.5,2.4,4.4,,,,,
8,7,1930,Plenckia populnea,3,2.7+2,4.4,,,,,
8,7,1931,Machaerium brasiliense,3,1.3,2,,,,,
8,7,1932,Miconia albicans,3.5,1.8+1.9+1.6+1.4+1,3.3+2+1.9+1.8,,,,,
8,7,1933,Rapanea umbellata,3,1.4,1.7,,,,,
8,7,1934,Rapanea umbellata,4.5,2.4,2.7,,,,,
8,7,1935,Rapanea umbellata,3,1.2,1.5,,,,,
8,7,1936,Rapanea umbellata,4.5,2.7,2.7,,,,,
8,7,1937,Miconia albicans,3,1,1.3,,,,,
8,7,1938,Rapanea umbellata,4,2,2.5,,,,,
8,7,1939,Miconia ligustroides,4,2.1,2.7,,,,,
8,7,1940,Rapanea umbellata,4,1.7,1.8,,,,,
8,7,1941,Rapanea umbellata,3.5,1,1.3,,,,,
8,8,1942,Myrcia fallax,5,7.4,8,,,,,
8,8,1943,Pera obovata,7,12.8+7.3,16.9,,,,,
8,8,1944,Machaerium acutifolium,7,8.7,10.6,,,,,
8,8,1945,Miconia ligustroides,6,7.6,8.8,,,,,
8,8,1946,Ocotea corymbosa,7,5.1,5.7,,,,,
8,8,1947,Vochysia tucanorum,9,22.4+6.5,28.6,,,,,
8,8,1948,Myrcia tomentosa,4.5,5.3+6.4,7.4+7.5,,,,,
8,8,1949,Rapanea umbellata,9,11.8,13.6,,,,,
8,8,1950,Myrcia tomentosa,6,5,6.5,,,,,
8,8,1951,Vochysia tucanorum,8.5,27.5,36.3,,,,,
8,8,1952,Machaerium acutifolium,5.5,13.4+8.4,18.6,,,,,
8,8,1953,Leptolobium elegans,5,12.9,13,,,,,
8,8,1954,Machaerium acutifolium,9,15.2,18.3,,,,,
8,8,1955,Myrcia tomentosa,7,11.7,13.5,,,,,
8,8,1956,Myrcia tomentosa,3.5,6,7.8,,,,,
8,8,1957,Myrcia tomentosa,4,6.6+6.6,7.7+8.8,,,,,
8,8,1958,Myrcia tomentosa,3.5,5.2,7.5,,,,,
8,8,1959,Machaerium acutifolium,5,8.8,9.3,,,,,
8,8,1960,Pouteria?,6.5,21.1,20.8,,,,,
8,8,1961,Ocotea corymbosa,5,5.4,6,,,,,
8,8,1962,Roupala montana,1.9,1.7+1.2+1.1,4,,,,,
8,8,1963,Plenckia populnea,2.1,1,2.5,,,,,
8,8,1964,Ocotea corymbosa,5.5,2.3,2.6,,,,,
8,8,1965,Qualea cordata,4.5,5,6.7,,,,,
8,8,1966,Rapanea umbellata,4,1.2,1.6,,,,,
8,8,1967,Matayba elaeagnoides,4,2.7,3.6,,,,,
8,8,1968,Rapanea umbellata,5.5,4,4.3,,,,,
8,8,1969,Rapanea umbellata,5,2.5,4.1,,,,,
8,8,1970,Miconia ligustroides,4,1.9+2.6,4.9,,,,,
8,8,1971,Stryphnodendron rotundifolium,2,1.1,2.5,,,,,
8,8,1972,Rapanea umbellata,4.5,3.4,4,,,,,
8,8,1973,Myrtaceae sp1,2.5,1.1,1.5,,,,,
8,8,1974,Rapanea umbellata,2.2,1.3,1.6,,,,,
8,9,1975,Vochysia tucanorum,6.5,10.2,12.5,,,,,
8,9,1976,Miconia ligustroides,5,5.9,8,,,,,
8,9,1977,Miconia ligustroides,6.5,8.5,11.9,,,,,
8,9,1978,Ocotea corymbosa,8.5,11.3+7.7,13.7+8.5,,,,,
8,9,1979,Pera obovata,7,9.6+5.5,11,,,,,
8,9,1980,Myrcia fallax,3.5,7.9,8,,,,,
8,9,1981,Pouteria?,8,13.4,12.5,,,,,
8,9,1982,Rapanea umbellata,6.5,7.3+5.4,8.2+7.2,,,,,
8,9,1983,Machaerium?,5,6.4,6.9,,,,,
8,9,1984,Rapanea umbellata,5,5.9,6.3,,,,,
8,9,1985,Rapanea umbellata,5,5.9,6.9,,,,,
8,9,1986,Rapanea umbellata,5,6.5,7.3,,,,,
8,9,1987,Vochysia tucanorum,4.5,5.1,6.5,,,,,
8,9,1988,Myrcia fallax,4,6.7,6,,,,,
8,9,1989,Vochysia tucanorum,7.5,10.4,12.5,,,,,
8,9,1990,Vochysia tucanorum,4,5,5.8,,,,,
8,9,1991,Rapanea umbellata,4,2.5,3.2,,,,,
8,9,1992,Rapanea umbellata,5,4.4,5,,,,,
8,9,1993,Rapanea umbellata,4.5,2.2,2.4,,,,,
8,9,1994,Myrcia fallax,2,2.3,2.5,,,,,
8,9,1995,Vochysia tucanorum,2,2.4,2.8,,,,,
8,9,1996,Rapanea umbellata,45,3.5,4.4,,,,,
8,9,1997,Campomanesia adamantium,2.3,2+2,3.2,,,,,
8,9,1998,Campomanesia adamantium,2,1.8,2.1,,,,,
8,9,1999,Rapanea umbellata,2.4,1,1.4,,,,,
8,9,2100,Rapanea umbellata,2.4,1.2+1,1.9,,,,,
8,9,2101,Vochysia tucanorum,1.8,1.3,2.2,,,,,
8,9,2102,Vochysia tucanorum,1.8,1,1.1,,,,,
8,9,2103,Gochnatia polymorpha,4.5,4.4,5.1,,,,,
8,9,2104,Roupala montana,3,4.5+3.1,8.1,,,,,
8,9,2105,Gochnatia polymorpha,4,4,6,,,,,
8,9,2106,Miconia ligustroides,3,1.3,2,,,,,
8,9,2107,Rapanea umbellata,3.5,1.6,2,,,,,
8,9,2108,Rapanea umbellata,3,1.1,1.5,,,,,
8,9,2109,Rapanea umbellata,3,1,1.3,,,,,
8,10,2110,Rapanea umbellata,4.5,6.5,7.3,,,,,
8,10,2111,Rapanea umbellata,5,8,8.9,,,,,
8,10,2112,Machaerium acutifolium,5,8.5,10,,,,,
8,10,2113,Stryphnodendron rotundifolium,3,7.1,7.8,,,,,
8,10,2114,Machaerium acutifolium,5,8.9,12,,,,,
8,10,2115,Roupala montana,3.5,5.9,6.8,,,,,
8,10,2116,Plenckia populnea,8.5,17.9,18.5,,,,,
8,10,2117,Rapanea umbellata,8,10.5+9.1+5.8,10.5+10+5.7,,,,,
8,10,2118,Roupala montana,3.2,5.3,8.3,,,,,
8,10,2119,Rapanea umbellata,4,2.6,3,,,,,
8,10,2120,Rapanea umbellata,4,1.9,2.1,,,,,
8,10,2121,Rapanea umbellata,3,1.5,1.8,,,,,
8,10,2122,Myrtaceae sp1,2.5,1,1.1,,,,,
8,10,2123,Rapanea umbellata,3,2,2.4,,,,,
8,10,2124,Lacistema hasslerianum,4,(1+1.1)+(2.1+1+1.6)+(1.5)+(1.5),2.1+2.5+2.4+2.8,,,,,
8,10,2125,Rapanea umbellata,4,2.7,3.3,,,,,
8,10,2126,Rapanea umbellata,4,3.8,4,,,,,
8,10,2127,Rapanea umbellata,4,2.1,2.2,,,,,
8,10,2128,Rapanea umbellata,4.5,2.9,3.3,,,,,
8,10,2129,Rapanea umbellata,3,1.1,1.5,,,,,
8,10,2130,Rapanea umbellata,2.5,1,1,,,,,
8,10,2131,Rapanea umbellata,3,1.2,1.9,,,,,
8,10,2132,Rapanea umbellata,3.5,1.7+1.3,1.7+1.4,,,,,
8,10,2133,Rapanea umbellata,3,1,1.2,,,,,
8,10,2134,Rapanea umbellata,3,1.5,1.5,,,,,
8,10,2135,Miconia ligustroides,4.5,4.8,6.6,,,,,
8,10,2136,Rapanea umbellata,3,1,1.1,,,,,
8,10,2137,Tabebuia ochracea,2.2,1.9,2.5,,,,,
8,10,2138,Rapanea umbellata,3,1,1.1,,,,,
8,10,2139,Rapanea umbellata,4,3,3.5,,,,,
8,10,2140,Dimorphandra mollis,3,2.8+2.3,3.4+2.5,,,,,
8,10,2141,Vochysia tucanorum,3.5,3,3.7,,,,,
8,10,2142,Vochysia tucanorum,3,1.3,2,,,,,
8,10,2143,Rapanea umbellata,4.5,3.4,3.6,,,,,
8,10,2144,Campomanesia adamantium,1.8,1.3,2.8,,,,,
8,10,2145,Machaerium brasiliense,3.5,1.4,2.5,,,,,
8,10,2146,Gochnatia polymorpha,3.5,4.2,5.4,,,,,
8,10,2147,Rapanea umbellata,4,1.3,1.5,,,,,
8,10,2148,Myrcia fallax,3,1.2,2.7,,,,,
8,10,2149,Plenckia populnea,2.7,2.1,2.9,,,,,
8,10,2150,Miconia ligustroides,2.7,1,1.1,,,,,
8,10,2151,Tibouchina stenocarpa,5,4.2+3.2+2.6+2.3,10.8,,,,,
8,10,2152,Schefflera vinosa,5,4,4.6,,,,,
8,10,2153,Plenckia populnea,4,3.2+4.5,6.2,,,,,
8,10,2154,Machaerium brasiliense,4.5,2.6,3.6,,,,,
8,10,2155,Rapanea umbellata,3.5,2.1,2.4,,,,,
8,10,2156,Rapanea umbellata,3,1,1.3,,,,,
8,10,2157,Rapanea umbellata,3,1.3,1.3,,,,,
8,10,2158,Rapanea umbellata,3.5,1.5,1.7,,,,,
9,1,5531,Ocotea corymbosa,6,9,10.4,,,,,
9,1,5532,Leptolobium elegans,3.5,8.5,9.5,,,,,
9,1,5533,Stryphnodendron rotundifolium,4,10,10.3,,,,,
9,1,5534,Ocotea corymbosa,6,9,10.3,,,,,
9,1,5535,Myrcia fallax,3.5,4.7+3.5+3.2,6.1,,,,,
9,1,5536,Leptolobium elegans,1.9,4+4.1,5.7,,,,,
9,1,5537,Stryphnodendron rotundifolium,2.6,2.5+2.0,9,,,,,
9,1,5538,Leptolobium elegans,2,2.5+1.8+1.5,6,,,,,
9,1,5539,Leptolobium elegans,1.9,2.4+2.2+3.8+2.2,6.1,,,,,
9,1,5540,Leptolobium elegans,1.9,3.6+4.0,5.8,,,,,
9,2,5541,Leptolobium elegans,3,6.1,8.2,,,,,
9,2,5542,Leptolobium elegans,3.5,6.1,7.2,,,,,
9,2,5543,Leptolobium elegans,3.2,5.6,6.6,,,,,
9,2,5544,Ocotea corymbosa,5.5,8.2,11.3,,,,,
9,2,5545,Myrcia fallax,3,7+6.4+(7+6.9),8+7.2+9.1,,,,,
9,2,5546,Ocotea corymbosa,6,6.2+9.4+9.7,18,,,,,
9,2,5547,Erythroxylum suberosum,4,(5.5+5.5+9.2)+(9.5+7.5+5.9+5.5+5.5),10.5+12.1,,,,,
9,2,5548,Gochnatia polymorpha,2.1,1.6,3,,,,,
9,3,5549,Ocotea corymbosa,5.5,7,7.9,,,,,
9,3,5550,Myrcia fallax,1.6,7.5,15.8,,,,,
9,3,5551,Pera obovata,4,7,10.6,,,,,
9,3,5552,Nectandra cuspidata,10,19.8,22.9,,,,,
9,3,5553,Myrcia fallax,2.2,7,7.8,,,,,
9,3,5554,Myrcia fallax,4,6+6,7.5,,,,,
9,3,5555,Ocotea corymbosa,4.5,6.8,7.5,,,,,
9,3,5556,Ocotea corymbosa,4.5,5,7,,,,,
9,3,5557,Leptolobium elegans,3.3,6.6,7.6,,,,,
9,3,5558,Leptolobium elegans,2.5,6.1+5.3,8.2,,,,,
9,3,5559,Leptolobium elegans,2,6.3,8,,,,,
9,3,5560,Ocotea corymbosa,4.5,6.4,7,,,,,
9,3,5561,Ocotea corymbosa,4.5,3.1,3.7,,,,,
9,3,5562,Lantana camara,2.5,2,2.5,,,,,
9,3,5563,Myrcia fallax,4,2.7,3.5,,,,,
9,3,5564,Ocotea corymbosa,3.8,1.6,2.4,,,,,
9,3,5565,Ocotea corymbosa,3.8,2.6,2.6,,,,,
9,3,5566,Ocotea corymbosa,3.5,2.1,2,,,,,
9,3,5567,Lantana camara,3,1.7,2.9,,,,,
9,3,5568,Ocotea corymbosa,3.5,4,4.8,,,,,
9,3,5569,Ocotea corymbosa,3.85,2.7,3.5,,,,,
9,3,5570,Senna pendula,4,2,2.6,,,,,
9,3,5571,Ocotea corymbosa,3,3.6,3.3,,,,,
9,3,5572,Myrcia fallax,3,2.5,3.5,,,,,
9,3,5573,Pera obovata,2.2,1,1.5,,,,,
9,3,5574,Tocoyena formosa,2,1.5,1.5,,,,,
9,3,5575,Platypodium elegans,2.7,1.9,2.2,,,,,
9,3,5576,Platypodium elegans,4.5,2.9,3.9,,,,,
9,3,5577,Ocotea corymbosa,4.5,3.5,4.6,,,,,
9,3,5578,Aegiphila verticillata,2,1.4+1.3+1.5,3,,,,,
9,3,5580,Machaerium acutifolium,2.3,1.6,1.6,,,,,
9,3,5581,Myrcia fallax,2.6,3.7,4.1,,,,,
9,3,5582,Myrcia fallax,3.2,2.4,3,,,,,
9,3,5583,Prunus myrtifolia,2.6,1.3,1.8,,,,,
9,3,5584,Lantana camara,3.8,2.6,3,,,,,
9,3,5585,Ocotea corymbosa,4,2.5,2.8,,,,,
9,3,5586,Leptolobium elegans,2,3,4.5,,,,,
9,3,5587,Cestrum sendtnerianum,3.5,1.7,1.8,,,,,
9,3,5588,Platypodium elegans,3,2,2.3,,,,,
9,3,5589,Vochysia tucanorum,2.6,2,3.3,,,,,
9,3,5590,Platypodium elegans,3.2,1.5,2.5,,,,,
9,3,5591,Ocotea corymbosa,2.6,1+1,1.3+1.2,,,,,
9,4,5592,Stryphnodendron rotundifolium,2,6.8,9.1,,,,,
9,4,5593,Stryphnodendron rotundifolium,2.7,5.1,8.5,,,,,
9,4,5594,Ocotea corymbosa,6,8.8,10.3,,,,,
9,4,5595,Miconia ligustroides,6,15.6+7.2+12.7+12.2,16+8.1+15.2+12.9,,,,,
9,4,5596,Ocotea corymbosa,6.5,8.1,8.2,,,,,
9,4,5597,Gochnatia polymorpha,4.6,8.9+7.5,9.4+8.4,,,,,
9,4,5598,Gochnatia polymorpha,5,11.3+7.4+5.9+6.8,17.6,,,,,
9,4,5599,Ocotea corymbosa,6.5,7.5,8.1,,,,,
9,4,5600,Ocotea corymbosa,5,5.2,5.1,,,,,
9,4,5601,Ocotea corymbosa,5,6.5,7.5,,,,,
9,4,5602,Miconia ligustroides,3.8,6.3,7.8,,,,,
9,4,5603,Leptolobium elegans,2,3+2.5,5.3,,,,,
9,4,5604,Leptolobium elegans,1.9,3.3+3.7,6,,,,,
9,4,5605,Ocotea corymbosa,4,4.2,4.8,,,,,
9,5,5606,Dimorphandra mollis,3.6,8+8.5,15.5,,,,,
9,5,5607,Ocotea corymbosa,5,6.5,8.9,,,,,
9,5,5608,Ocotea corymbosa,7,7.3,8.2,,,,,
9,5,5609,Ocotea corymbosa,7.5,11.5,12.6,,,,,
9,5,5610,Gochnatia polymorpha,5,14.7+19.6+13.1,25,,,,,
9,5,5611,Leptolobium elegans,2.6,4.9+6,7,,,,,
9,5,5612,Stryphnodendron rotundifolium,3.4,4.2,5.3,,,,,
9,5,5613,Stryphnodendron rotundifolium,3.2,5.2,6.3,,,,,
9,5,5614,Leptolobium elegans,2.6,4.9+4.7,6.5,,,,,
9,5,5615,Gochnatia polymorpha,2,(4+1.5+1.8+2.8)+(3.2),5.3+3.7,,,,,
9,5,5616,Leptolobium elegans,1.5,2.7+1.8,5.4,,,,,
9,5,5617,Gochnatia polymorpha,1.8,1.5,3.5,,,,,
9,6,5618,Gochnatia polymorpha,3.6,(7+5.4)+(5.2),12+6.8,,,,,
9,6,5619,Ocotea corymbosa,6,8.4,9.1,,,,,
9,6,5620,Ocotea corymbosa,7.5,10.1,11.3,,,,,
9,6,5621,Ocotea corymbosa,6.5,12.8,13,,,,,
9,6,5622,Gochnatia polymorpha,2.5,10.4,10.6,,,,,
9,6,5623,Ocotea corymbosa,6,8.9,10.2,,,,,
9,6,5624,Ocotea corymbosa,5.5,4.1,4.5,,,,,
9,6,5625,Ocotea corymbosa,4.5,4.7,5.5,,,,,
9,6,5626,Ocotea corymbosa,6,6.5,8,,,,,
9,6,5627,Gochnatia polymorpha,1.7,2.1,4,,,,,
9,6,5628,Gochnatia polymorpha,1.7,1.9,3,,,,,
9,7,5629,Ocotea corymbosa,6,12,14.5,,,,,
9,7,5630,Leptolobium elegans,3,8.3,8.1,,,,,
9,7,5631,Ocotea corymbosa,6,6.1,7.1,,,,,
9,7,5632,Gochnatia polymorpha,4,6.2+5.4,10.6,,,,,
9,7,5633,Ocotea corymbosa,5.5,7.5,7.5,,,,,
9,7,5634,Gochnatia polymorpha,4.5,(6.2+5)+(5.5+6.1),8.5+9,,,,,
9,7,5635,Gochnatia polymorpha,4.2,6.3,7.6,,,,,
9,7,5636,Tabernaemontana catharinensis,2,1.1,1.8,,,,,
9,7,5637,Gochnatia polymorpha,2.5,2.8,5.8,,,,,
9,7,5638,Machaerium acutifolium,3.8,2.9,4.2,,,,,
9,7,5639,Gochnatia barrosii,1.8,1.4,1.5,,,,,
9,8,5640,Gochnatia polymorpha,4,6.6+7.5,11.6,,,,,
9,8,5641,Ocotea corymbosa,6,9.7,10.3,,,,,
9,8,5642,Gochnatia polymorpha,4.5,(8.6)+(8.3+5.8),9.3+11,,,,,
9,8,5643,Ocotea corymbosa,6.5,12.3,14.1,,,,,
9,8,5644,Ocotea corymbosa,6.5,9.2,11.2,,,,,
9,8,5645,Leptolobium elegans,1.7,2.8+2.7,5.3,,,,,
9,8,5646,Platypodium elegans,3,1,2,,,,,
9,8,5647,Myrcia fallax,2.1,2.0+1.8,3.7,,,,,
9,8,5648,Caryocar brasiliense,1.6,1.3,2,,,,,
9,8,5649,Platypodium elegans,2.8,1,1.9,,,,,
9,8,5650,Gochnatia barrosii,2.7,1.5+1.9+2.3,5.4,,,,,
9,8,5651,Stryphnodendron rotundifolium,2.2,2.2,3.5,,,,,
9,9,5651.5,Ocotea corymbosa,3.5,5.8,6.3,,,,,
9,9,5653,Gochnatia polymorpha,4.2,6.8+5.2,10.5,,,,,
9,9,5653.833333,Ocotea corymbosa,4.5,5.8,6.4,,,,,
9,9,5654.833333,Ocotea corymbosa,4.5,6.8,7.1,,,,,
9,9,5655.833333,Leptolobium elegans,2.5,4.1,5.1,,,,,
9,9,5656.833333,Leptolobium elegans,2.5,4.7+4,6.5,,,,,
9,9,5657.833333,Ocotea corymbosa,4,2.7,3.2,,,,,
9,9,5658.833333,Gochnatia polymorpha,4,(4+2.3)+(3.2),4.9+4+3.5,,,,,
9,9,5659.833333,Myrcia fallax,2.1,1,2.1,,,,,
9,9,5660.833333,Leptolobium elegans,2,3.5+2.1,4.5,,,,,
9,9,5661.833333,Leptolobium elegans,2,3.3+1.4+1.8,5,,,,,
9,10,5662.833333,Ocotea corymbosa,5.5,8.3,9.6,,,,,
9,10,5663.833333,Ocotea corymbosa,4.5,5,5.6,,,,,
9,10,5664.833333,Gochnatia polymorpha,4,9.3,8.5,,,,,
9,10,5665.833333,Gochnatia polymorpha,4.5,(6+7.8)+(5.1+5.3),9.7+7.8,,,,,
9,10,5666.833333,Gochnatia polymorpha,4,7.5,9.5,,,,,
9,10,5667.833333,Myrcia fallax,2.7,(1.5+1.4)+1.5,3+3.9,,,,,
9,10,5668.833333,Eugenia lutescens,2.2,1.5+1.6,2.2,,,,,
9,10,5669.833333,Myrcia fallax,2.1,1.1,2.1,,,,,
9,10,5670.833333,Erythroxylum cunneifolium,1.8,1.1,3.8,,,,,
9,10,5671.833333,Eugenia lutescens,1.8,1.1,1.8,,,,,
9,10,5672.833333,Eugenia lutescens,1.8,1.5,3.1,,,,,
9,10,5673.833333,Gochnatia polymorpha,2.7,4.1,4.9,,,,,
10,1,4738,Ocotea corymbosa,6,15.6,18.2,,,,,
10,1,4739,Annona cagans,8,7.5,8.1,,,,,
10,1,4740,Casearia sylvestris,6,5.2,5.8,,,,,
10,1,4741,Machaerium acutifolium,9,24.5,27.3,,,,,
10,1,4742,Syagrus rommanzofiana,13,18,25.5,,,,,
10,1,4743,Pera obovata,12,17.6,22,,,,,
10,1,4744,Vochysia tucanorum,10,17.6,20.3,,,,,
10,1,4745,Myrcia fallax,6,6,6.1,,,,,
10,1,4746,Pera obovata,8,21.5,20.5,,,,,
10,1,4747,Vochysia tucanorum,12,17.5,19,,,,,
10,1,4748,Myrcia fallax,6,5,5.1,,,,,
10,1,4749,Alibertia edulis,5,6.3+8.3+7,19.3,,,,,
10,1,4750,Tapirira guianensis,9,9.7,10.9,,,,,
10,1,4751,Machaerium brasiliense,15,28.5,32,,,,,
10,1,4752,Vochysia tucanorum,11,23.5,27,,,,,
10,1,4753,Casearia lasiophylla,7,5,6.7,,,,,
10,1,4754,Pera obovata,2.8,1.5,2,,,,,
